synthetic_transaction_id,synthetic_user_id,timestamp,dataset_split,target_scenario_label,anomaly_score_raw,anomaly_score,transparent_baseline_score,baseline_signal_amount_deviation,baseline_signal_time_deviation,baseline_signal_rapid_repeat,baseline_signal_novelty,baseline_signal_history_limited,synthetic_label_evaluation_only,synthetic_label_notice
syn-transaction-000001,syn-user-0425,2024-01-01T00:07:54Z,train,normal,2.09673074,0.776967,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000482,syn-user-0217,2024-01-03T07:27:19Z,train,normal,1.96480212,0.725783,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000483,syn-user-0058,2024-01-03T07:27:33Z,train,normal,2.31831259,0.862933,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000484,syn-user-0245,2024-01-03T07:28:52Z,train,normal,1.97803569,0.730917,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000485,syn-user-0378,2024-01-03T07:33:36Z,train,synthetic_high_amount,1.99592823,0.737859,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000486,syn-user-0497,2024-01-03T07:45:45Z,train,normal,2.1432775,0.795025,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000487,syn-user-0490,2024-01-03T07:47:04Z,train,normal,2.00862916,0.742787,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000488,syn-user-0437,2024-01-03T07:49:29Z,train,normal,1.97348628,0.729152,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000489,syn-user-0351,2024-01-03T07:55:45Z,train,synthetic_unusual_time,2.02130817,0.747706,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000490,syn-user-0012,2024-01-03T07:58:48Z,train,normal,1.93864007,0.715633,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000491,syn-user-0080,2024-01-03T08:00:20Z,train,normal,1.94411039,0.717755,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000492,syn-user-0390,2024-01-03T08:05:57Z,train,synthetic_rapid_repeat,1.21957081,0.436659,0.270024,0.066748,0.25,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000493,syn-user-0456,2024-01-03T08:14:32Z,train,normal,2.00314146,0.740657,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000494,syn-user-0456,2024-01-03T08:39:59Z,train,normal,1.28691154,0.462785,0.324396,0.08132,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000495,syn-user-0165,2024-01-03T08:41:05Z,train,normal,2.00227001,0.740319,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000496,syn-user-0138,2024-01-03T08:51:38Z,train,normal,1.9864322,0.734175,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000497,syn-user-0431,2024-01-03T09:00:22Z,train,normal,1.92948679,0.712082,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000498,syn-user-0058,2024-01-03T09:08:29Z,train,synthetic_combined_pattern,1.50788606,0.548515,0.666667,1.0,0.333333,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000499,syn-user-0367,2024-01-03T09:09:25Z,train,normal,1.94554373,0.718312,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000500,syn-user-0456,2024-01-03T09:16:55Z,train,normal,0.65183634,0.216397,0.053784,0.068168,0.166667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000501,syn-user-0027,2024-01-03T09:20:34Z,train,normal,1.96489599,0.72582,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000502,syn-user-0159,2024-01-03T09:25:03Z,train,synthetic_combined_pattern,2.35094173,0.875592,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000503,syn-user-0307,2024-01-03T09:26:09Z,train,normal,1.95608204,0.7224,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000504,syn-user-0073,2024-01-03T09:30:54Z,train,normal,1.98921064,0.735253,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000505,syn-user-0073,2024-01-03T09:42:20Z,train,synthetic_combined_pattern,0.55582929,0.17915,0.234777,0.115923,0.0,0.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000506,syn-user-0072,2024-01-03T09:46:56Z,train,synthetic_high_amount,2.00201101,0.740219,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000507,syn-user-0005,2024-01-03T09:50:22Z,train,normal,1.93925985,0.715874,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000508,syn-user-0303,2024-01-03T09:55:10Z,train,normal,1.96024039,0.724013,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000509,syn-user-0114,2024-01-03T10:02:39Z,train,normal,1.95798566,0.723139,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000510,syn-user-0089,2024-01-03T10:25:01Z,train,normal,1.93496555,0.714208,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000511,syn-user-0062,2024-01-03T10:38:21Z,train,normal,1.90760336,0.703592,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000512,syn-user-0233,2024-01-03T10:43:21Z,train,normal,1.94460038,0.717946,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000513,syn-user-0366,2024-01-03T10:49:07Z,train,normal,1.96793233,0.726998,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000514,syn-user-0500,2024-01-03T10:50:06Z,train,normal,1.9072477,0.703454,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000515,syn-user-0133,2024-01-03T10:51:08Z,train,synthetic_unusual_time,1.97515845,0.729801,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000516,syn-user-0172,2024-01-03T11:01:21Z,train,normal,1.90364786,0.702057,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000517,syn-user-0314,2024-01-03T11:09:16Z,train,normal,1.92961775,0.712133,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000518,syn-user-0133,2024-01-03T11:14:39Z,train,synthetic_rapid_repeat,1.27586537,0.458499,0.411612,0.260927,0.166667,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000519,syn-user-0133,2024-01-03T11:20:51Z,train,synthetic_rapid_repeat,0.56593828,0.183072,0.414951,0.327615,0.083333,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000520,syn-user-0364,2024-01-03T11:25:15Z,train,synthetic_unusual_time,1.91027223,0.704627,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000521,syn-user-0339,2024-01-03T11:30:51Z,train,normal,2.01644758,0.74582,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000522,syn-user-0249,2024-01-03T11:40:38Z,train,synthetic_unusual_time,1.32797504,0.478716,0.684603,0.615343,1.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000523,syn-user-0357,2024-01-03T11:51:31Z,train,normal,1.98657217,0.734229,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000524,syn-user-0036,2024-01-03T12:15:50Z,train,normal,1.9379047,0.715348,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000525,syn-user-0085,2024-01-03T12:16:05Z,train,normal,1.94015159,0.71622,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000526,syn-user-0492,2024-01-03T12:35:06Z,train,synthetic_behavior_deviation,1.93198322,0.713051,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000527,syn-user-0243,2024-01-03T12:38:45Z,train,normal,1.92365641,0.70982,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000528,syn-user-0156,2024-01-03T12:45:06Z,train,synthetic_unusual_time,1.83901451,0.676982,0.618405,0.728018,1.0,0.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000529,syn-user-0020,2024-01-03T12:48:49Z,train,synthetic_high_amount,1.93639441,0.714762,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000530,syn-user-0210,2024-01-03T12:56:03Z,train,normal,1.90592231,0.70294,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000531,syn-user-0170,2024-01-03T13:04:08Z,train,normal,2.14678586,0.796387,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000532,syn-user-0156,2024-01-03T13:04:50Z,train,synthetic_rapid_repeat,1.34603003,0.485721,0.411865,0.039549,1.0,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000533,syn-user-0116,2024-01-03T13:07:08Z,train,normal,2.15872153,0.801017,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000534,syn-user-0116,2024-01-03T13:11:20Z,train,synthetic_high_amount,0.77153013,0.262834,0.7,1.0,0.0,1.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000535,syn-user-0483,2024-01-03T13:37:25Z,train,normal,2.0922469,0.775227,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000536,syn-user-0397,2024-01-03T13:41:51Z,train,synthetic_unusual_time,1.92047848,0.708587,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000537,syn-user-0116,2024-01-03T13:45:54Z,train,normal,0.56746182,0.183663,0.129733,0.099109,0.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000538,syn-user-0182,2024-01-03T13:50:07Z,train,normal,1.92111564,0.708834,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000539,syn-user-0220,2024-01-03T13:54:57Z,train,normal,1.95034546,0.720174,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000540,syn-user-0435,2024-01-03T13:55:05Z,train,synthetic_high_amount,2.09349086,0.77571,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000541,syn-user-0116,2024-01-03T13:56:42Z,train,normal,0.57304284,0.185828,0.064292,0.214308,0.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000542,syn-user-0168,2024-01-03T14:08:15Z,train,normal,1.91373048,0.705969,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000543,syn-user-0429,2024-01-03T14:12:08Z,train,normal,1.95044433,0.720213,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000544,syn-user-0021,2024-01-03T14:17:41Z,train,synthetic_behavior_deviation,0.56155099,0.18137,0.309263,0.030876,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000545,syn-user-0086,2024-01-03T14:21:14Z,train,normal,1.947149,0.718934,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000546,syn-user-0182,2024-01-03T14:21:53Z,train,normal,1.24605152,0.446932,0.536705,0.677906,0.166667,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000547,syn-user-0016,2024-01-03T14:24:31Z,train,synthetic_unusual_time,1.94231304,0.717058,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000548,syn-user-0321,2024-01-03T14:30:55Z,train,normal,2.0206694,0.747458,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000549,syn-user-0324,2024-01-03T14:36:22Z,train,synthetic_unusual_time,1.90643693,0.703139,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000550,syn-user-0210,2024-01-03T14:37:09Z,train,synthetic_rapid_repeat,1.25460949,0.450253,0.662867,0.987335,0.333333,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000551,syn-user-0418,2024-01-03T14:50:38Z,train,synthetic_unusual_time,1.96261092,0.724933,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000552,syn-user-0393,2024-01-03T14:51:09Z,train,synthetic_unusual_time,1.95335534,0.721342,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000553,syn-user-0086,2024-01-03T15:02:45Z,train,synthetic_unusual_time,1.22603527,0.439167,0.513362,0.600094,0.166667,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000554,syn-user-0439,2024-01-03T15:15:25Z,train,normal,1.99098556,0.735941,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000555,syn-user-0268,2024-01-03T15:18:21Z,train,synthetic_high_amount,1.96257831,0.72492,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000556,syn-user-0439,2024-01-03T15:31:21Z,train,normal,0.68442421,0.22904,0.409339,0.697795,0.0,0.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000557,syn-user-0351,2024-01-03T15:35:21Z,train,normal,1.45195721,0.526817,0.693163,0.643878,1.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000558,syn-user-0212,2024-01-03T15:49:39Z,train,synthetic_unusual_time,2.0315139,0.751665,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000559,syn-user-0234,2024-01-03T15:50:50Z,train,normal,1.91316354,0.705749,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000560,syn-user-0383,2024-01-03T16:16:07Z,train,normal,1.95307268,0.721232,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000561,syn-user-0316,2024-01-03T16:41:48Z,train,synthetic_behavior_deviation,2.01466078,0.745127,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000562,syn-user-0359,2024-01-03T16:42:42Z,train,synthetic_unusual_time,1.93934523,0.715907,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000563,syn-user-0300,2024-01-03T16:47:52Z,train,normal,2.05243992,0.759784,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000564,syn-user-0301,2024-01-03T17:05:53Z,train,synthetic_high_amount,2.0009968,0.739825,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000565,syn-user-0125,2024-01-03T17:20:22Z,train,normal,1.95343787,0.721374,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000566,syn-user-0453,2024-01-03T17:25:15Z,train,normal,2.20699788,0.819747,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000567,syn-user-0489,2024-01-03T17:27:55Z,train,normal,1.94320127,0.717403,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000568,syn-user-0359,2024-01-03T17:34:29Z,train,normal,0.54070555,0.173282,0.346836,0.378342,0.166667,0.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000569,syn-user-0263,2024-01-03T17:36:00Z,train,normal,1.94365133,0.717577,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000570,syn-user-0359,2024-01-03T17:42:56Z,train,synthetic_behavior_deviation,0.57623813,0.187068,0.527667,0.703333,0.083333,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000571,syn-user-0330,2024-01-03T17:51:43Z,train,synthetic_combined_pattern,2.15345341,0.798973,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000572,syn-user-0244,2024-01-03T17:52:06Z,train,synthetic_unusual_time,0.64515167,0.213804,0.31034,0.034466,1.0,0.0,0.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000573,syn-user-0489,2024-01-03T18:01:51Z,train,normal,0.8882562,0.30812,0.331276,0.659809,0.166667,0.0,0.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000574,syn-user-0350,2024-01-03T18:07:20Z,train,synthetic_combined_pattern,2.08735408,0.773329,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000575,syn-user-0359,2024-01-03T18:14:36Z,train,normal,1.27706217,0.458964,0.187115,0.142234,0.222222,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000576,syn-user-0359,2024-01-03T18:16:29Z,train,synthetic_rapid_repeat,0.5055297,0.159635,0.390351,0.190059,0.166667,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000577,syn-user-0439,2024-01-03T18:19:59Z,train,synthetic_behavior_deviation,1.20654253,0.431604,0.362401,0.208004,0.5,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000578,syn-user-0053,2024-01-03T18:33:11Z,train,normal,2.01945849,0.746988,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000579,syn-user-0359,2024-01-03T18:35:11Z,train,synthetic_rapid_repeat,0.42904711,0.129963,0.153659,0.089975,0.133333,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000580,syn-user-0362,2024-01-03T18:37:50Z,train,synthetic_high_amount,2.01903709,0.746824,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000581,syn-user-0458,2024-01-03T18:45:51Z,train,normal,2.01673626,0.745932,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000582,syn-user-0179,2024-01-03T18:54:37Z,train,synthetic_high_amount,1.94964639,0.719903,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000583,syn-user-0041,2024-01-03T19:05:14Z,train,normal,2.00205418,0.740236,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000584,syn-user-0439,2024-01-03T19:34:42Z,train,synthetic_rapid_repeat,0.56432232,0.182445,0.225187,0.083955,0.5,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000585,syn-user-0014,2024-01-03T19:39:55Z,train,normal,2.03443438,0.752798,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000586,syn-user-0349,2024-01-03T20:08:57Z,train,normal,1.985255,0.733718,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000587,syn-user-0433,2024-01-03T20:22:49Z,train,synthetic_unusual_time,1.26272173,0.4534,0.516595,0.27754,0.666667,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000588,syn-user-0470,2024-01-03T20:45:54Z,train,normal,2.03130702,0.751585,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000589,syn-user-0410,2024-01-03T21:01:54Z,train,normal,2.01909602,0.746847,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000590,syn-user-0154,2024-01-03T21:02:58Z,train,normal,2.14016524,0.793818,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000591,syn-user-0010,2024-01-03T21:13:43Z,train,normal,1.96824175,0.727118,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000592,syn-user-0422,2024-01-03T21:13:51Z,train,normal,2.0530219,0.760009,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000593,syn-user-0100,2024-01-03T21:21:23Z,train,normal,2.05863829,0.762188,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000594,syn-user-0209,2024-01-03T21:29:16Z,train,normal,2.00125236,0.739925,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000595,syn-user-0188,2024-01-03T21:30:53Z,train,synthetic_high_amount,1.99413411,0.737163,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000596,syn-user-0408,2024-01-03T21:33:13Z,train,normal,1.97292264,0.728934,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000597,syn-user-0397,2024-01-03T21:40:17Z,train,normal,0.59072996,0.19269,0.491353,0.304511,1.0,0.0,0.5,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000598,syn-user-0397,2024-01-03T21:43:59Z,train,normal,1.19326496,0.426453,0.733333,1.0,0.666667,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000599,syn-user-0272,2024-01-03T21:48:28Z,train,normal,1.98214282,0.732511,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000600,syn-user-0209,2024-01-03T21:49:08Z,train,normal,1.18890551,0.424762,0.420297,0.400991,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000601,syn-user-0434,2024-01-03T21:49:13Z,train,normal,2.01863417,0.746668,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000602,syn-user-0361,2024-01-03T21:50:44Z,train,normal,2.0389843,0.754563,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000603,syn-user-0304,2024-01-03T21:51:18Z,train,normal,2.00389031,0.740948,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000604,syn-user-0481,2024-01-03T22:17:05Z,train,normal,2.0378628,0.754128,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000605,syn-user-0025,2024-01-03T22:19:06Z,train,normal,1.99337164,0.736867,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000606,syn-user-0454,2024-01-03T22:20:38Z,train,normal,2.00487748,0.741331,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000607,syn-user-0102,2024-01-03T22:25:16Z,train,normal,1.98044147,0.731851,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000608,syn-user-0048,2024-01-03T22:35:59Z,train,normal,2.00203389,0.740228,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000609,syn-user-0038,2024-01-03T22:36:55Z,train,normal,1.98762546,0.734638,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000610,syn-user-0484,2024-01-03T22:37:16Z,train,normal,2.04990129,0.758799,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000611,syn-user-0048,2024-01-03T22:42:04Z,train,synthetic_combined_pattern,1.46105243,0.530345,0.705487,0.684955,0.0,1.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000612,syn-user-0261,2024-01-03T22:43:17Z,train,normal,2.06390686,0.764232,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000613,syn-user-0326,2024-01-03T22:51:51Z,train,normal,2.03156543,0.751685,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000614,syn-user-0310,2024-01-03T22:57:17Z,train,normal,1.99299744,0.736722,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-000615,syn-user-0038,2024-01-03T23:00:41Z,train,synthetic_high_amount,1.36080289,0.491452,0.478052,0.482395,0.166667,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
