synthetic_transaction_id,synthetic_user_id,synthetic_account_id,timestamp,amount,currency,synthetic_merchant_id,merchant_category,transaction_channel,transaction_state,scenario_label,scenario_id,is_synthetic_scenario,label_source,label_definition,dataset_type,synthetic,source_system,dataset_version,transaction_hour,day_of_week,user_historical_transaction_count_before,user_historical_average_amount_before,time_since_previous_transaction_seconds,user_historical_category_frequency_before,dataset_split,scenario_injection_reason,generator_rule
syn-transaction-001591,syn-user-0145,syn-account-0145,2024-01-14T22:27:31Z,919.85,INR,syn-merchant-0032,other,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001591,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,4,1349.45,348114,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001592,syn-user-0479,syn-account-0479,2024-01-14T22:33:46Z,623.65,INR,syn-merchant-0069,shopping,QR_SIMULATED,COMPLETED,normal,syn-scenario-001592,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,4,555.66,239780,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001593,syn-user-0344,syn-account-0344,2024-01-14T22:35:13Z,1395.29,INR,syn-merchant-0057,shopping,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001593,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,1,668.67,1104352,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001594,syn-user-0486,syn-account-0486,2024-01-14T22:44:54Z,1208.16,INR,syn-merchant-0055,home,QR_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001594,True,generator_rule,An amount intentionally increased relative to the synthetic user's ordinary range.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,0,0.00,,0.0,train,An amount intentionally increased relative to the synthetic user's ordinary range.,Multiply the user's ordinary amount draw by a controlled factor.
syn-transaction-001595,syn-user-0215,syn-account-0215,2024-01-14T22:48:07Z,1220.27,INR,syn-merchant-0075,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001595,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,4,2009.63,269729,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001596,syn-user-0310,syn-account-0310,2024-01-14T22:54:50Z,488.71,INR,syn-merchant-0050,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001596,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,22,6,1,440.41,259496,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001597,syn-user-0197,syn-account-0197,2024-01-15T00:31:32Z,1062.05,INR,syn-merchant-0046,subscriptions,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-001597,True,generator_rule,A transaction generated during the documented unusual-hour window.,synthetic_research,True,SpendShield synthetic generator,v1,0,0,3,1169.83,105570,0.0,train,A transaction generated during the documented unusual-hour window.,Use UTC hour 00-04 or 23 while retaining the user's synthetic date.
syn-transaction-001598,syn-user-0173,syn-account-0173,2024-01-15T02:32:42Z,969.00,INR,syn-merchant-0026,education,WALLET_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-001598,True,generator_rule,A transaction generated during the documented unusual-hour window.,synthetic_research,True,SpendShield synthetic generator,v1,2,0,1,1148.86,282941,0.0,train,A transaction generated during the documented unusual-hour window.,Use UTC hour 00-04 or 23 while retaining the user's synthetic date.
syn-transaction-001599,syn-user-0129,syn-account-0129,2024-01-15T06:10:22Z,969.03,INR,syn-merchant-0099,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001599,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,0,5,877.85,80298,0.2,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001600,syn-user-0125,syn-account-0125,2024-01-15T06:22:35Z,345.84,INR,syn-merchant-0073,bills,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001600,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,0,2,601.94,80976,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001601,syn-user-0125,syn-account-0125,2024-01-15T06:27:14Z,782.97,INR,syn-merchant-0073,bills,QR_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001601,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,6,0,3,516.57,279,0.333333,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-001602,syn-user-0287,syn-account-0287,2024-01-15T06:41:51Z,317.81,INR,syn-merchant-0082,subscriptions,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001602,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,0,3,574.93,339111,0.666667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001603,syn-user-0226,syn-account-0226,2024-01-15T06:54:14Z,1541.90,INR,syn-merchant-0095,transport,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001603,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,0,3,3578.08,258478,0.666667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001604,syn-user-0382,syn-account-0382,2024-01-15T07:20:43Z,698.43,INR,syn-merchant-0043,home,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001604,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,0,3,664.45,255698,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001605,syn-user-0281,syn-account-0281,2024-01-15T07:42:20Z,1467.05,INR,syn-merchant-0076,food,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001605,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,0,2,1099.93,598813,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001606,syn-user-0241,syn-account-0241,2024-01-15T08:01:12Z,275.41,INR,syn-merchant-0038,education,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001606,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,4,1210.86,281619,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001607,syn-user-0278,syn-account-0278,2024-01-15T08:20:12Z,356.78,INR,syn-merchant-0024,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001607,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,2,257.43,172613,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001608,syn-user-0206,syn-account-0206,2024-01-15T08:22:16Z,209.76,INR,syn-merchant-0044,other,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001608,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,3,769.83,692078,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001609,syn-user-0278,syn-account-0278,2024-01-15T08:25:27Z,243.23,INR,syn-merchant-0024,travel,WALLET_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001609,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,3,290.55,315,0.666667,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-001610,syn-user-0379,syn-account-0379,2024-01-15T08:31:45Z,178.40,INR,syn-merchant-0044,other,QR_SIMULATED,COMPLETED,normal,syn-scenario-001610,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,2,224.65,192308,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001611,syn-user-0350,syn-account-0350,2024-01-15T08:36:26Z,1189.80,INR,syn-merchant-0051,entertainment,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001611,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,4,921.34,328517,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001612,syn-user-0436,syn-account-0436,2024-01-15T08:45:27Z,970.97,INR,syn-merchant-0099,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001612,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,2,863.98,696282,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001613,syn-user-0102,syn-account-0102,2024-01-15T08:47:40Z,250.99,INR,syn-merchant-0025,bills,QR_SIMULATED,COMPLETED,normal,syn-scenario-001613,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,3,250.63,176729,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001614,syn-user-0102,syn-account-0102,2024-01-15T08:56:43Z,161.56,INR,syn-merchant-0036,travel,QR_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001614,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,8,0,4,250.72,543,0.5,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-001615,syn-user-0205,syn-account-0205,2024-01-15T09:03:56Z,937.21,INR,syn-merchant-0007,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001615,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,3,948.11,103719,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001616,syn-user-0438,syn-account-0438,2024-01-15T09:12:26Z,434.45,INR,syn-merchant-0013,bills,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001616,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,2,566.97,523421,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001617,syn-user-0444,syn-account-0444,2024-01-15T09:14:48Z,519.96,INR,syn-merchant-0066,healthcare,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001617,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,1,290.65,948295,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001618,syn-user-0276,syn-account-0276,2024-01-15T09:16:22Z,1307.94,INR,syn-merchant-0081,shopping,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001618,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,3,1287.69,184017,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001619,syn-user-0080,syn-account-0080,2024-01-15T09:17:29Z,1018.15,INR,syn-merchant-0034,subscriptions,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001619,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,0,0.00,,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001620,syn-user-0433,syn-account-0433,2024-01-15T09:45:20Z,946.41,INR,syn-merchant-0008,other,QR_SIMULATED,COMPLETED,normal,syn-scenario-001620,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,3,1966.96,352887,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001621,syn-user-0212,syn-account-0212,2024-01-15T09:46:54Z,1555.47,INR,syn-merchant-0067,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001621,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,1,912.43,430888,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001622,syn-user-0338,syn-account-0338,2024-01-15T09:54:49Z,395.71,INR,syn-merchant-0070,subscriptions,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001622,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,4,577.21,79144,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001623,syn-user-0046,syn-account-0046,2024-01-15T09:56:18Z,346.73,INR,syn-merchant-0095,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001623,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,0,3,679.38,346970,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001624,syn-user-0026,syn-account-0026,2024-01-15T10:11:36Z,1548.08,INR,syn-merchant-0038,education,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001624,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,5,1189.65,100418,0.4,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001625,syn-user-0395,syn-account-0395,2024-01-15T10:33:05Z,699.44,INR,syn-merchant-0096,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001625,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,3,723.26,212330,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001626,syn-user-0333,syn-account-0333,2024-01-15T10:33:54Z,1161.30,INR,syn-merchant-0047,transport,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001626,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,3,1089.34,599750,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001627,syn-user-0364,syn-account-0364,2024-01-15T10:47:21Z,189.30,INR,syn-merchant-0006,healthcare,QR_SIMULATED,COMPLETED,normal,syn-scenario-001627,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,2,709.73,442406,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001628,syn-user-0172,syn-account-0172,2024-01-15T10:52:47Z,730.55,INR,syn-merchant-0058,subscriptions,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001628,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,4,1035.23,187816,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001629,syn-user-0255,syn-account-0255,2024-01-15T10:54:41Z,1252.44,INR,syn-merchant-0017,grocery,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001629,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,0,2,1550.36,333059,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001630,syn-user-0022,syn-account-0022,2024-01-15T11:09:15Z,719.36,INR,syn-merchant-0022,subscriptions,WALLET_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-001630,True,generator_rule,A transaction generated in a less-preferred synthetic category or merchant pattern.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,5,713.86,196530,0.0,train,A transaction generated in a less-preferred synthetic category or merchant pattern.,Choose a category outside the user's preferred category set.
syn-transaction-001631,syn-user-0318,syn-account-0318,2024-01-15T11:11:13Z,569.79,INR,syn-merchant-0043,home,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001631,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,3,1060.00,90302,0.666667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001632,syn-user-0308,syn-account-0308,2024-01-15T11:16:41Z,810.82,INR,syn-merchant-0036,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001632,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,4,681.39,172554,0.75,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001633,syn-user-0419,syn-account-0419,2024-01-15T11:20:05Z,1253.35,INR,syn-merchant-0068,other,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001633,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,3,775.84,74705,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001634,syn-user-0243,syn-account-0243,2024-01-15T11:22:22Z,423.40,INR,syn-merchant-0033,shopping,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001634,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,1,464.42,1207121,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001635,syn-user-0055,syn-account-0055,2024-01-15T11:33:29Z,586.27,INR,syn-merchant-0071,transport,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001635,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,2,329.18,163937,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001636,syn-user-0163,syn-account-0163,2024-01-15T11:43:48Z,327.21,INR,syn-merchant-0020,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001636,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,5,459.47,116247,0.6,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001637,syn-user-0221,syn-account-0221,2024-01-15T11:47:53Z,3437.35,INR,syn-merchant-0035,transport,CARD_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001637,True,generator_rule,An amount intentionally increased relative to the synthetic user's ordinary range.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,4,662.86,90231,0.0,train,An amount intentionally increased relative to the synthetic user's ordinary range.,Multiply the user's ordinary amount draw by a controlled factor.
syn-transaction-001638,syn-user-0427,syn-account-0427,2024-01-15T11:51:16Z,267.57,INR,syn-merchant-0062,education,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001638,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,3,628.36,157994,0.666667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001639,syn-user-0266,syn-account-0266,2024-01-15T11:51:51Z,460.55,INR,syn-merchant-0047,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001639,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,3,468.22,75600,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001640,syn-user-0432,syn-account-0432,2024-01-15T11:58:02Z,721.05,INR,syn-merchant-0018,healthcare,QR_SIMULATED,COMPLETED,normal,syn-scenario-001640,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,0,6,1361.03,179287,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001641,syn-user-0070,syn-account-0070,2024-01-15T12:12:31Z,602.42,INR,syn-merchant-0092,other,QR_SIMULATED,COMPLETED,normal,syn-scenario-001641,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,0,5,1092.67,345656,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001642,syn-user-0108,syn-account-0108,2024-01-15T12:22:56Z,652.36,INR,syn-merchant-0010,subscriptions,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001642,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,0,2,966.24,175858,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001643,syn-user-0399,syn-account-0399,2024-01-15T12:25:33Z,998.58,INR,syn-merchant-0061,bills,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001643,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,0,3,3040.01,244336,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001644,syn-user-0332,syn-account-0332,2024-01-15T12:31:55Z,849.45,INR,syn-merchant-0016,food,QR_SIMULATED,COMPLETED,normal,syn-scenario-001644,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,0,2,930.65,340764,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001645,syn-user-0270,syn-account-0270,2024-01-15T12:35:31Z,1527.13,INR,syn-merchant-0063,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001645,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,0,4,1216.57,79878,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001646,syn-user-0288,syn-account-0288,2024-01-15T13:01:18Z,1731.61,INR,syn-merchant-0010,subscriptions,QR_SIMULATED,COMPLETED,normal,syn-scenario-001646,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,0,4,1585.43,268603,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001647,syn-user-0249,syn-account-0249,2024-01-15T13:18:06Z,1143.53,INR,syn-merchant-0090,healthcare,QR_SIMULATED,COMPLETED,normal,syn-scenario-001647,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,0,2,1156.68,556462,1.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001648,syn-user-0434,syn-account-0434,2024-01-15T13:23:05Z,245.74,INR,syn-merchant-0005,grocery,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001648,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,0,7,345.67,81450,0.285714,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001649,syn-user-0252,syn-account-0252,2024-01-15T13:41:57Z,312.74,INR,syn-merchant-0040,food,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001649,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,0,4,335.91,208506,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001650,syn-user-0457,syn-account-0457,2024-01-15T13:58:42Z,205.10,INR,syn-merchant-0064,food,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001650,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,0,4,476.24,88910,0.75,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001651,syn-user-0437,syn-account-0437,2024-01-15T14:05:21Z,989.73,INR,syn-merchant-0059,transport,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001651,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,14,0,2,1051.73,252054,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001652,syn-user-0111,syn-account-0111,2024-01-15T14:33:16Z,978.26,INR,syn-merchant-0063,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001652,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,14,0,4,767.62,273016,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-001653,syn-user-0238,syn-account-0238,2024-01-15T14:44:50Z,343.86,INR,syn-merchant-0075,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001653,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,14,0,4,629.01,318996,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
