synthetic_transaction_id,synthetic_user_id,timestamp,dataset_split,target_scenario_label,amount,transaction_hour,day_of_week,user_historical_transaction_count_before,user_historical_average_amount_before,time_since_previous_transaction_seconds,user_historical_category_frequency_before,merchant_novelty_before,channel_novelty_before,user_relative_amount_deviation,user_relative_time_deviation,time_since_previous_transaction_seconds__missing,currency__INR,currency____unknown,merchant_category____unknown,merchant_category__bills,merchant_category__education,merchant_category__entertainment,merchant_category__food,merchant_category__grocery,merchant_category__healthcare,merchant_category__home,merchant_category__other,merchant_category__shopping,merchant_category__subscriptions,merchant_category__transport,merchant_category__travel,transaction_channel__BANK_SIMULATED,transaction_channel__CARD_SIMULATED,transaction_channel__QR_SIMULATED,transaction_channel__WALLET_SIMULATED,transaction_channel____unknown
syn-transaction-000748,syn-user-0374,2024-01-05T02:14:04Z,train,normal,2694.9000000000,2.0000000000,4.0000000000,1.0000000000,1087.8400000000,341118.0000000000,0.0000000000,1.0000000000,0.0000000000,2.4772944551,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000749,syn-user-0179,2024-01-05T02:14:35Z,train,normal,540.1800000000,2.0000000000,4.0000000000,1.0000000000,664.2900000000,112798.0000000000,1.0000000000,0.0000000000,0.0000000000,0.8131689473,8.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000750,syn-user-0179,2024-01-05T02:24:28Z,train,normal,580.8100000000,2.0000000000,4.0000000000,2.0000000000,602.2400000000,593.0000000000,1.0000000000,0.0000000000,0.0000000000,0.9644241866,8.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000751,syn-user-0378,2024-01-05T02:38:56Z,train,normal,616.8600000000,2.0000000000,4.0000000000,1.0000000000,334.1400000000,155120.0000000000,1.0000000000,0.0000000000,0.0000000000,1.8461124080,5.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000752,syn-user-0466,2024-01-05T02:53:20Z,train,synthetic_unusual_time,1008.4000000000,2.0000000000,4.0000000000,1.0000000000,1152.6300000000,256324.0000000000,1.0000000000,0.0000000000,1.0000000000,0.8748687784,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000753,syn-user-0403,2024-01-05T02:56:25Z,train,normal,464.6800000000,2.0000000000,4.0000000000,1.0000000000,295.8900000000,274537.0000000000,1.0000000000,1.0000000000,0.0000000000,1.5704484775,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000754,syn-user-0170,2024-01-05T02:59:53Z,train,normal,1368.3100000000,2.0000000000,4.0000000000,1.0000000000,2233.7000000000,136545.0000000000,1.0000000000,1.0000000000,0.0000000000,0.6125755473,11.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000755,syn-user-0378,2024-01-05T03:07:11Z,train,synthetic_combined_pattern,248.5700000000,3.0000000000,4.0000000000,2.0000000000,475.5000000000,1695.0000000000,0.0000000000,1.0000000000,0.0000000000,0.5227549947,1.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000756,syn-user-0192,2024-01-05T03:12:59Z,train,normal,258.4500000000,3.0000000000,4.0000000000,1.0000000000,214.7200000000,305144.0000000000,1.0000000000,1.0000000000,0.0000000000,1.2036605812,11.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000757,syn-user-0039,2024-01-05T03:13:48Z,train,normal,736.4700000000,3.0000000000,4.0000000000,1.0000000000,1340.4500000000,348318.0000000000,1.0000000000,0.0000000000,0.0000000000,0.5494199709,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000758,syn-user-0220,2024-01-05T03:16:33Z,train,synthetic_unusual_time,1287.5400000000,3.0000000000,4.0000000000,2.0000000000,888.9500000000,9289.0000000000,0.0000000000,0.0000000000,1.0000000000,1.4483829237,3.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000759,syn-user-0318,2024-01-05T03:19:55Z,train,normal,859.0700000000,3.0000000000,4.0000000000,1.0000000000,883.7600000000,315963.0000000000,0.0000000000,1.0000000000,1.0000000000,0.9720625509,8.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000760,syn-user-0392,2024-01-05T03:25:02Z,train,synthetic_rapid_repeat,458.7400000000,3.0000000000,4.0000000000,2.0000000000,591.7300000000,6611.0000000000,0.5000000000,1.0000000000,0.0000000000,0.7752587773,9.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000761,syn-user-0299,2024-01-05T03:30:09Z,train,normal,882.8400000000,3.0000000000,4.0000000000,1.0000000000,1068.2200000000,187417.0000000000,1.0000000000,0.0000000000,0.0000000000,0.8264589691,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000762,syn-user-0491,2024-01-05T03:31:52Z,train,synthetic_high_amount,789.1900000000,3.0000000000,4.0000000000,1.0000000000,719.1000000000,172483.0000000000,1.0000000000,1.0000000000,0.0000000000,1.0974690585,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000763,syn-user-0020,2024-01-05T03:34:44Z,train,normal,603.2300000000,3.0000000000,4.0000000000,1.0000000000,409.4500000000,139555.0000000000,1.0000000000,1.0000000000,0.0000000000,1.4732690194,9.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000764,syn-user-0017,2024-01-05T03:35:15Z,train,normal,812.8000000000,3.0000000000,4.0000000000,1.0000000000,758.1400000000,228868.0000000000,1.0000000000,1.0000000000,0.0000000000,1.0720975018,9.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000765,syn-user-0192,2024-01-05T03:42:52Z,train,normal,146.5700000000,3.0000000000,4.0000000000,2.0000000000,236.5900000000,1793.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6195236384,5.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000766,syn-user-0500,2024-01-05T03:44:26Z,train,normal,835.3600000000,3.0000000000,4.0000000000,1.0000000000,693.5200000000,147260.0000000000,1.0000000000,0.0000000000,0.0000000000,1.2045218595,7.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000767,syn-user-0321,2024-01-05T03:44:42Z,train,normal,2043.7200000000,3.0000000000,4.0000000000,1.0000000000,1429.9200000000,134027.0000000000,1.0000000000,0.0000000000,0.0000000000,1.4292547835,11.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000768,syn-user-0143,2024-01-05T03:47:58Z,train,normal,839.9100000000,3.0000000000,4.0000000000,1.0000000000,1220.3600000000,287815.0000000000,1.0000000000,1.0000000000,1.0000000000,0.6882477302,8.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000769,syn-user-0067,2024-01-05T03:50:38Z,train,normal,361.6700000000,3.0000000000,4.0000000000,1.0000000000,182.9700000000,251894.0000000000,1.0000000000,0.0000000000,0.0000000000,1.9766628409,2.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000770,syn-user-0466,2024-01-05T03:57:55Z,train,normal,1661.5300000000,3.0000000000,4.0000000000,2.0000000000,1080.5200000000,3875.0000000000,1.0000000000,0.0000000000,1.0000000000,1.5377204389,0.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000771,syn-user-0426,2024-01-05T04:01:08Z,train,normal,552.6800000000,4.0000000000,4.0000000000,1.0000000000,511.9700000000,231461.0000000000,1.0000000000,1.0000000000,0.0000000000,1.0795163779,7.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000772,syn-user-0267,2024-01-05T04:03:09Z,train,synthetic_unusual_time,502.9500000000,4.0000000000,4.0000000000,1.0000000000,585.4500000000,275772.0000000000,1.0000000000,1.0000000000,0.0000000000,0.8590827569,5.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000773,syn-user-0028,2024-01-05T04:03:21Z,train,synthetic_behavior_deviation,595.5100000000,4.0000000000,4.0000000000,1.0000000000,402.7900000000,206424.0000000000,0.0000000000,1.0000000000,1.0000000000,1.4784627225,10.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000774,syn-user-0290,2024-01-05T04:05:02Z,train,synthetic_behavior_deviation,1343.8500000000,4.0000000000,4.0000000000,4.0000000000,1240.7600000000,9866.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0830905376,2.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000775,syn-user-0258,2024-01-05T04:08:57Z,train,synthetic_high_amount,562.6500000000,4.0000000000,4.0000000000,1.0000000000,1198.4400000000,244320.0000000000,0.0000000000,1.0000000000,1.0000000000,0.4694853309,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000776,syn-user-0302,2024-01-05T04:08:57Z,train,normal,996.2600000000,4.0000000000,4.0000000000,1.0000000000,675.7600000000,168674.0000000000,1.0000000000,1.0000000000,0.0000000000,1.4742808098,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000777,syn-user-0143,2024-01-05T04:15:33Z,train,synthetic_high_amount,458.2000000000,4.0000000000,4.0000000000,2.0000000000,1030.1400000000,1655.0000000000,1.0000000000,0.0000000000,0.0000000000,0.4447960704,7.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000778,syn-user-0491,2024-01-05T04:16:07Z,train,synthetic_rapid_repeat,595.2300000000,4.0000000000,4.0000000000,2.0000000000,754.1500000000,2655.0000000000,1.0000000000,1.0000000000,0.0000000000,0.7892779240,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000779,syn-user-0215,2024-01-05T04:19:31Z,train,normal,478.5400000000,4.0000000000,4.0000000000,1.0000000000,1133.4300000000,290886.0000000000,0.0000000000,1.0000000000,1.0000000000,0.4222051649,9.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000780,syn-user-0426,2024-01-05T04:20:36Z,train,normal,418.8600000000,4.0000000000,4.0000000000,2.0000000000,532.3300000000,1168.0000000000,0.0000000000,1.0000000000,0.0000000000,0.7868501385,3.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000781,syn-user-0371,2024-01-05T04:27:28Z,train,normal,633.6800000000,4.0000000000,4.0000000000,2.0000000000,359.1600000000,177315.0000000000,1.0000000000,1.0000000000,0.0000000000,1.7643390133,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000782,syn-user-0068,2024-01-05T04:29:41Z,train,synthetic_high_amount,314.9100000000,4.0000000000,4.0000000000,1.0000000000,666.9100000000,286905.0000000000,1.0000000000,0.0000000000,0.0000000000,0.4721926497,8.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000783,syn-user-0153,2024-01-05T04:30:26Z,train,normal,522.5600000000,4.0000000000,4.0000000000,1.0000000000,457.3100000000,186129.0000000000,0.0000000000,1.0000000000,1.0000000000,1.1426822068,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000784,syn-user-0024,2024-01-05T04:31:02Z,train,normal,342.3800000000,4.0000000000,4.0000000000,1.0000000000,365.2600000000,349425.0000000000,1.0000000000,1.0000000000,0.0000000000,0.9373596890,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000785,syn-user-0062,2024-01-05T04:32:34Z,train,normal,1218.3900000000,4.0000000000,4.0000000000,1.0000000000,691.4100000000,150853.0000000000,1.0000000000,1.0000000000,0.0000000000,1.7621816288,6.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000786,syn-user-0233,2024-01-05T04:35:29Z,train,synthetic_unusual_time,446.2000000000,4.0000000000,4.0000000000,1.0000000000,471.9200000000,150728.0000000000,1.0000000000,0.0000000000,0.0000000000,0.9454992372,6.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000787,syn-user-0034,2024-01-05T04:36:19Z,train,normal,1317.1300000000,4.0000000000,4.0000000000,2.0000000000,725.7300000000,239189.0000000000,0.5000000000,1.0000000000,0.0000000000,1.8149036143,5.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000788,syn-user-0053,2024-01-05T04:41:21Z,train,normal,719.4200000000,4.0000000000,4.0000000000,1.0000000000,1200.4300000000,122890.0000000000,1.0000000000,0.0000000000,1.0000000000,0.5993019168,10.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000789,syn-user-0258,2024-01-05T04:41:31Z,train,synthetic_behavior_deviation,505.3000000000,4.0000000000,4.0000000000,2.0000000000,880.5500000000,1954.0000000000,0.5000000000,0.0000000000,1.0000000000,0.5738491502,2.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000790,syn-user-0035,2024-01-05T04:41:56Z,train,normal,1086.0500000000,4.0000000000,4.0000000000,1.0000000000,559.8900000000,286317.0000000000,1.0000000000,0.0000000000,0.0000000000,1.9397560235,7.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
syn-transaction-000791,syn-user-0172,2024-01-05T04:42:01Z,train,normal,388.4500000000,4.0000000000,4.0000000000,1.0000000000,791.2500000000,150040.0000000000,0.0000000000,1.0000000000,1.0000000000,0.4909320695,7.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000792,syn-user-0084,2024-01-05T04:42:48Z,train,synthetic_combined_pattern,167.6500000000,4.0000000000,4.0000000000,1.0000000000,216.1000000000,360955.0000000000,1.0000000000,1.0000000000,1.0000000000,0.7757982416,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000793,syn-user-0367,2024-01-05T04:46:21Z,train,normal,1008.3800000000,4.0000000000,4.0000000000,1.0000000000,928.6500000000,157016.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0858558122,5.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
syn-transaction-000794,syn-user-0062,2024-01-05T04:53:04Z,train,synthetic_high_amount,2533.9500000000,4.0000000000,4.0000000000,2.0000000000,954.9000000000,1230.0000000000,0.0000000000,1.0000000000,0.0000000000,2.6536286522,3.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000795,syn-user-0035,2024-01-05T04:53:27Z,train,synthetic_rapid_repeat,1131.4500000000,4.0000000000,4.0000000000,2.0000000000,822.9700000000,691.0000000000,0.0000000000,0.0000000000,1.0000000000,1.3748374789,8.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000796,syn-user-0054,2024-01-05T04:56:08Z,train,synthetic_high_amount,1105.4100000000,4.0000000000,4.0000000000,1.0000000000,873.2500000000,330856.0000000000,1.0000000000,0.0000000000,0.0000000000,1.2658574291,5.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000797,syn-user-0258,2024-01-05T05:04:56Z,train,normal,950.8500000000,5.0000000000,4.0000000000,3.0000000000,755.4600000000,1405.0000000000,0.6666670000,1.0000000000,0.0000000000,1.2586315683,0.3333330000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
syn-transaction-000798,syn-user-0303,2024-01-05T05:07:45Z,train,normal,282.7700000000,5.0000000000,4.0000000000,1.0000000000,434.7100000000,155555.0000000000,1.0000000000,1.0000000000,0.0000000000,0.6504796301,4.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
